,base_case
C3H6 + O2 <=> C3H5-A + HO2,-0.008230100172122697
C3H6 + O <=> C3H5-A + OH,-0.008323478022794048
C3H6 + OH <=> C3H5-A + H2O,-0.00839811094306593
C3H6 + HO2 <=> C3H5-A + H2O2,-0.008261750873633317
C3H6 + CH3 <=> C3H5-A + CH4,-0.00818747899533295
C3H6 + CH3O <=> C3H5-A + CH3OH,-0.008095593848807512
C3H6 + CH3O2 <=> C3H5-A + CH3O2H,-0.008013734185807836
C2H5 + C3H6 <=> C2H6 + C3H5-A,-0.00794011759453802
C2H5O2 + C3H6 <=> C2H5O2H + C3H5-A,-0.007873766660390837
C3H6 + H <=> C3H5-T + H2,-0.007763971164054787
C3H6 + O <=> C3H5-T + OH,-0.007747132020464784
C3H6 + OH <=> C3H5-T + H2O,-0.007655847292375701
C3H6 + HO2 <=> C3H5-T + H2O2,-0.007635107936021869
C3H6 + O2 <=> C3H5-T + HO2,-0.0075952008185573155
C3H6 + CH3 <=> C3H5-T + CH4,-0.0075597398881384805
C3H6 + H <=> C3H5-S + H2,-0.007510789635727302
C3H6 + H <=> C3H5-S + H2,-0.0074748817151458575
C3H6 + O2 <=> C3H5-S + HO2,-0.007458239801420551
C3H6 + O <=> C3H5-S + OH,-0.007436845429084302
C3H6 + OH <=> C3H5-S + H2O,-0.007357187240105242
C3H6 + HO2 <=> C3H5-S + H2O2,-0.00735634173177966
C3H6 + CH3 <=> C3H5-S + CH4,-0.0073390716996065
C3H6 + O <=> C2H5 + HCO,-0.007181443137625167
C3H6 + O => CH2CO + CH3 + H,-0.007222603823525661
C3H6 + O => CH3CHCO + 2 H,-0.007155223168453213
C3H6 + H <=> NC3H7,-0.007187897947559642
C3H6 + H <=> NC3H7,-0.007188027467568623
C3H6 + H <=> C2H4 + CH3,-0.007077583592835334
C3H6 + H <=> C2H4 + CH3,-0.007074022483980142
C3H6 + H <=> IC3H7,-0.007060471718811351
C3H6 + H <=> IC3H7,-0.007056803884570883
C2H4 + CH3 <=> NC3H7,-0.007034082752433014
C2H4 + CH3 <=> NC3H7,-0.007047574977549901
C3H6 + HO2 <=> IC3H7 + O2,-0.007080682321133039
C3H5-A + H <=> C3H4-A + H2,-0.0070836542163482405
C3H5-A + OH <=> C3H4-A + H2O,-0.007109796764078723
C3H5-A + CH3 <=> C3H4-A + CH4,-0.007121000017783788
C2H5 + C3H5-A <=> C2H6 + C3H4-A,-0.007128013617172524
C2H3 + C3H5-A <=> C2H4 + C3H4-A,-0.007133844736309128
2 C3H4-A <=> C3H3 + C3H5-A,-0.007139026341325958
C3H5-S + H <=> C3H4-A + H2,-0.007144365638757518
C3H5-S + CH3 <=> C3H4-A + CH4,-0.007148710021816786
C3H5-S + H <=> C3H4-P + H2,-0.007153310579685171
C3H5-S + CH3 <=> C3H4-P + CH4,-0.0071568617439007505
C3H5-T + H <=> C3H4-P + H2,-0.007161392626878282
C3H5-T + CH3 <=> C3H4-P + CH4,-0.007164009898247937
2 C3H5-A <=> C3H4-A + C3H6,-0.007166721640098799
C2H5 + C3H5-A <=> C2H4 + C3H6,-0.007169173497334941
C3H5-A + HCO <=> C3H6 + CO,-0.007175110246093111
C3H5-S + HCO <=> C3H6 + CO,-0.007175962772437816
C3H5-T + HCO <=> C3H6 + CO,-0.007178067245841005
C3H5-S + O <=> C2H4 + HCO,-0.00717915935433831
C3H5-S + OH => C2H4 + H + HCO,-0.007180116652840061
C3H5-S + HO2 => C2H4 + HCO + OH,-0.007181610316547849
C3H5-T + O <=> CH2CO + CH3,-0.007185141754384191
C3H5-T + OH => CH2CO + CH3 + H,-0.0071846603522669195
C3H5-T + HO2 => CH2CO + CH3 + OH,-0.0071859260041808185
C3H5-A + OH => C2H3CHO + 2 H,-0.007166149340377206
C3H5-A + O2 <=> C3H4-A + HO2,-0.007180107057358854
C3H5-A + O2 <=> CH2O + CH3CO,-0.007179704421079451
C3H5-A + O2 <=> C2H3CHO + OH,-0.007181144285572923
C3H5-S + O2 <=> CH3CHO + HCO,-0.00717817512794979
C3H5-S + O2 <=> CH3CHCHO + O,-0.007181054941765745
C3H5-S + O2 <=> C2H3CHO + OH,-0.007180523626911203
C3H5-T + O2 <=> CH3COCH2 + O,-0.00717894313401256
