,base_case
C2H + H (+M) <=> C2H2 (+M),-1.2713056300038594e-05
C2H2 + O <=> CH2 + CO,-0.00033838719136420345
C2H2 + O <=> H + HCCO,0.00024446946413841496
C2H2 + HO2 <=> CH2CO + OH,-9.654738689638714e-08
C2H2 + HCO <=> C2H3 + CO,-2.1377934939569698e-05
C2H2 + CH2 <=> C3H3 + H,-9.83077080488043e-05
C2H2 + CH2(S) <=> C3H3 + H,-5.183960029616472e-05
C2H2 + HCCO <=> C3H3 + CO,-2.0072241007289457e-06
C2H2 + OH <=> C2H + H2O,2.161932237872576e-05
C2H2 + OH <=> CH2CO + H,-0.00011103748208959066
C2H2 + OH <=> CH3 + CO,-0.0001621764105458139
C2H + O2 <=> CO + HCO,0.00016695838397320678
C2H + O <=> CH + CO,-3.822881528608721e-06
C2H + H2 <=> C2H2 + H,3.096012979052774e-05
C2H + OH <=> H + HCCO,-2.267822523426729e-06
CH3CHO (+M) <=> CH3 + HCO (+M),-9.526989798368746e-05
CH3CHO (+M) <=> CH4 + CO (+M),-9.565905443606497e-08
CH3CHO + O2 <=> CH3CO + HO2,1.7409538445924336e-07
CH3CHO + O <=> CH3CO + OH,-4.956815255668842e-07
CH3CHO + OH <=> CH3CO + H2O,-9.630711197360908e-07
CH3CHO + HO2 <=> CH3CO + H2O2,5.747609441484236e-08
CH3CHO + CH3O2 <=> CH3CO + CH3O2H,-1.6263549883656937e-09
CH3CHO + H <=> CH2CHO + H2,-5.752703532301266e-06
CH3CHO + OH <=> CH2CHO + H2O,-2.0994106093119195e-06
CH3CHO + OH <=> CH3 + HOCHO,1.8378366024286905e-07
CH3CO <=> CH3 + CO,2.015656683084366e-05
CH3CO + O2 <=> CH3CO3,4.6537494378520343e-07
CH3CO + O2 <=> CH2CO + HO2,-1.7780450458849677e-06
CH3CO (+M) <=> CH2CO + H (+M),6.572579754666781e-07
CH3CO + H <=> CH2CO + H2,-4.907015926668114e-06
CH3CO + O <=> CH2CO + OH,-3.4463849287871106e-07
CH3 + CH3CO <=> CH2CO + CH4,-1.3131048731335899e-05
CH2CHO (+M) <=> CH2CO + H (+M),0.00042361112902233004
CH2CHO (+M) <=> CH3 + CO (+M),-4.0281809575224786e-05
CH2CO (+M) <=> CH2 + CO (+M),-0.0011168343154467524
C2H3 + O <=> CH2CO + H,-0.00019468941858593694
CH2CO + H <=> CH3 + CO,-0.0006780130787548054
CH3 + HCO <=> CH2CO + H2,-1.069650363701537e-05
CH + CH2O <=> CH2CO + H,-8.395506316692985e-05
CH2CO + O <=> CH2 + CO2,4.237121576696757e-06
CH2CO + OH <=> CH2OH + CO,0.0001819838349355728
CH2(S) + CH2CO <=> C2H4 + CO,-3.8793917605970687e-07
CH2CO + CH3 <=> C2H5 + CO,3.0070839945342464e-05
HCCO + OH => 2 CO + H2,-0.0002551675897724569
HCCO + O => 2 CO + H,-4.494981558171757e-05
CH + CO + M <=> HCCO + M,0.0002995872060865347
H + HCCO <=> CH2(S) + CO,-0.0013132510333328153
HCCO + O2 => 2 CO + OH,0.00013898790894253924
HCCO + O2 => CO + CO2 + H,0.001713757034257638
CH + HCCO <=> C2H2 + CO,-1.6482931738305834e-06
C2H5OH <=> C2H4 + H2O,1.629471246287682e-07
C2H5OH <=> CH2OH + CH3,-1.2516208290811731e-05
C2H5OH <=> C2H5 + OH,-5.089334006342124e-05
C2H5OH + O <=> C2H5O + OH,-3.337862791987016e-08
C2H5OH + OH <=> C2H5O + H2O,-7.480852936555268e-08
C2H5OH + H <=> C2H5O + H2,-1.9777797979626408e-07
C2H5OH + HO2 <=> C2H5O + H2O2,-2.635220297315754e-10
C2H5OH + CH3 <=> C2H5O + CH4,-1.2264779646903652e-08
C2H5OH + CH3O2 <=> C2H5O + CH3O2H,5.27941913656773e-10
C2H5 + C2H5OH <=> C2H6 + PC2H4OH,6.423138418213707e-12
C2H5OH + O2 <=> HO2 + SC2H4OH,3.0945725849844283e-11
C2H5OH + O <=> OH + SC2H4OH,-2.4392551429377566e-07
C2H5OH + H <=> H2 + SC2H4OH,-2.995996747659601e-06
C2H5OH + OH <=> H2O + SC2H4OH,-7.855358508046749e-07
C2H5OH + HO2 <=> H2O2 + SC2H4OH,3.6841382662747266e-08
C2H5OH + CH3 <=> CH4 + SC2H4OH,-1.2791520843956408e-08
C2H5OH + CH3O2 <=> CH3O2H + SC2H4OH,-1.5839919297872081e-10
C2H5 + C2H5OH <=> C2H6 + SC2H4OH,7.312825411290966e-12
C2H5OH + O2 <=> HO2 + PC2H4OH,6.657173129086156e-09
C2H5OH + O <=> OH + PC2H4OH,4.539341392877444e-08
C2H5OH + H <=> H2 + PC2H4OH,4.171714339140048e-07
C2H5OH + OH <=> H2O + PC2H4OH,2.1190326026084055e-07
C2H5OH + HO2 <=> H2O2 + PC2H4OH,4.5153089841917806e-09
C2H5OH + CH3 <=> CH4 + PC2H4OH,1.784911029192216e-07
C2H5OH + CH3O2 <=> CH3O2H + PC2H4OH,2.2526184729202703e-11
SC2H4OH <=> CH3CHO + H,4.295067680613898e-06
SC2H4OH <=> C2H5O,-2.0719055012405637e-08
SC2H4OH <=> PC2H4OH,-1.2014801905288037e-08
CH2O + CH3 <=> C2H5O,4.943060719139324e-06
CH3CHO + H <=> C2H5O,9.267496582592212e-06
C2H5O + O2 <=> CH3CHO + HO2,-1.2374385040740283e-06
O2 + SC2H4OH <=> CH3CHO + HO2,-3.083666718963333e-06
C3H8 (+M) <=> C2H5 + CH3 (+M),-0.0007666774601397169
H + NC3H7 <=> C3H8,-8.479738932533376e-06
H + IC3H7 <=> C3H8,-1.9511356458974026e-05
C3H8 + IC3H7 <=> C3H8 + NC3H7,1.4192495076610225e-12
C3H8 + O2 <=> HO2 + IC3H7,2.6451614677851715e-09
C3H8 + H <=> H2 + IC3H7,-8.518735365402063e-05
C3H8 + H <=> H2 + NC3H7,-4.2235813247515796e-05
C3H8 + O <=> IC3H7 + OH,-3.085872520524371e-05
C3H8 + OH <=> H2O + IC3H7,-2.5849190047811248e-05
C3H8 + HO2 <=> H2O2 + IC3H7,9.676818141204883e-08
C3H8 + CH3 <=> CH4 + IC3H7,-1.9002633263592798e-06
C2H3 + C3H8 <=> C2H4 + IC3H7,-5.484150675415826e-10
C2H5 + C3H8 <=> C2H6 + IC3H7,-6.564448090337017e-10
C3H5-A + C3H8 <=> C3H6 + IC3H7,1.1502423834713624e-10
C3H8 + CH3O <=> CH3OH + IC3H7,-1.0035663725915064e-08
C3H8 + CH3O2 <=> CH3O2H + IC3H7,1.640394041870491e-10
