,base_case
NH + NH2 <=> N + NH3,-4.515209603984882e-05
NH + NH2 <=> N2H3,-3.0271671715799796e-05
NH + NH2 <=> H + N2H2,0.0026999196411028772
2 NH2 <=> NH + NH3,3.176102002143921e-05
2 NH2 (+M) <=> N2H4 (+M),4.707344208537329e-05
2 NH2 <=> H + N2H3,-0.0007095370097440883
2 NH2 <=> H2 + N2H2,0.0010087867932250768
2 NH2 <=> H2 + H2NN,7.113418810015757e-06
N + NH2 <=> 2 H + N2,0.001853231498133549
H + NH <=> H2 + N,-0.0033553878016608146
N + NH <=> H + N2,-0.00014978335926659167
NH + OH <=> H2O + N,0.00037795324060557625
NH + OH <=> H + HNO,0.014614521994034988
NH + O2 <=> HNO + O,0.0013917433416547238
NH + O2 <=> NO + OH,0.00025719537289192436
NH + NO <=> H + N2O,-0.009896512222601912
NH + NO <=> N2 + OH,-0.013273507926359332
2 NH <=> N + NH2,-6.852296000380528e-06
2 NH <=> N2H2,-0.0003299542639888961
N + O + M <=> NO + M,1.6950079233705566e-07
N + NO <=> N2 + O,-0.03057356347969306
N + O2 <=> NO + O,0.002513223086254443
N2 + M <=> 2 N + M,-3.0479179560555584e-08
NNH <=> H + N2,2.7628091284207356e-05
NNH + O <=> N2 + OH,-1.8713530521256205e-07
NNH + O <=> H + N2O,-3.792286817685981e-06
NNH + O <=> NH + NO,-0.004234044858073069
NNH + OH <=> H2O + N2,-2.351759168860098e-06
H + NNH <=> H2 + N2,-7.652916035737294e-08
NNH + O2 <=> HO2 + N2,-2.345299350434158e-05
NNH + O2 <=> H + N2 + O2,1.6562145757730035e-07
NNH + NO <=> HNO + N2,2.519045140248693e-05
N2H2 + O <=> NNH + OH,-5.291186443938917e-05
H + N2H2 <=> H2 + NNH,0.00029568212240214557
N2H2 + OH <=> H2O + NNH,-1.408011153136145e-05
N2H2 + NH <=> NH2 + NNH,-2.0987260485110147e-05
N2H2 + NO <=> N2O + NH2,9.854344898260284e-05
N2H2 + NH2 <=> NH3 + NNH,-5.6120436576202054e-05
H + H2NN <=> H2 + NNH,1.066668013159852e-07
H + H2NN <=> H + N2H2,1.0819869000053914e-07
H2NN + O <=> NNH + OH,-6.909910898620767e-08
H2NN + O <=> NH2 + NO,5.070434951262464e-07
H2NN + OH <=> H2O + NNH,-3.039799910082441e-08
H2NN + HO2 <=> H2O2 + NNH,-5.264731362082382e-08
H2NN + O2 <=> NH2 + NO2,-5.8055653982032985e-08
H2NN + NH2 <=> NH3 + NNH,-1.1789782213086387e-07
N2H3 + O <=> N2H2 + OH,1.0287357839613137e-06
N2H3 + O <=> HNO + NH2,1.5267055644903278e-05
H + N2H3 <=> H2 + N2H2,3.601700100556639e-05
N2H3 + OH <=> H2O + N2H2,2.0281835235688775e-06
N2H3 + NH2 <=> N2H2 + NH3,2.3113905387488383e-06
H + N2H4 <=> H2 + N2H3,1.497815276360244e-05
N2H4 + OH <=> H2O + N2H3,1.0125323688062867e-05
HNO + O <=> NO + OH,-1.798098794141077e-05
H + HNO <=> H2 + NO,-0.05126821034834417
HNO + OH <=> H2O + NO,0.00029906693362823057
HNO + N <=> NH + NO,1.6376333896210502e-06
NO + O (+M) <=> NO2 (+M),-1.3328740373979162e-05
H + NO <=> N + OH,0.025585622322486123
H + NO <=> NH + O,0.004299196152385453
H + NO + M <=> HNO + M,0.040952520100454665
HO2 + NO <=> NO2 + OH,-0.00021603115014025404
H + N2O <=> N2 + OH,-0.024910890813890123
N2O (+M) <=> N2 + O (+M),-0.0011618696511471705
H + NO2 <=> NO + OH,-1.8424109027382932e-05
NO2 + O <=> NO + O2,1.2431921866788754e-06
HONO + NH2 <=> NH3 + NO2,-1.0622660178234754e-07
HNOH + NO2 <=> HNO + HONO,3.3141578913296932e-09
HNO + NO2 <=> HONO + NO,-5.069872335987733e-08
HO2 + NO2 <=> HONO + O2,1.117975578713877e-09
NO + OH (+M) <=> HONO (+M),0.0003051672098666331
H2 + NO2 <=> H + HONO,-2.658499293174257e-05
H2 + NO2 <=> H + HONO,-3.5136098540864995e-07
H + HONO <=> HNO + OH,0.0003178537522311491
H + HONO <=> H2O + NO,-3.9334693589428756e-05
HONO + O <=> NO2 + OH,-3.357046366905887e-08
HONO + OH <=> H2O + NO2,-1.1136090581829056e-06
H2 + NO2 <=> H + HNO2,-7.596882842969832e-11
HNO2 + OH <=> H2O + NO2,-3.987571033307267e-10
H2NO + M <=> HNOH + M,2.0770054604325822e-07
HNOH + O <=> HNO + OH,9.259316473609326e-06
HNOH + O <=> HNO + OH,3.2421931697341545e-06
HNOH + NH2 <=> N2H3 + OH,-7.515450924993827e-07
HO2 + NH2 <=> H2O + HON,-5.258570752682691e-08
H + HONO2 <=> H2 + NO3,7.465234124091227e-11
2 NO2 <=> NO + NO3,1.1059916351480648e-10
NO2 + O (+M) <=> NO3 (+M),1.449755231225321e-09
H + NO3 <=> NO2 + OH,9.88876886232311e-12
NO3 + O <=> NO2 + O2,2.5325415027244703e-11
CO2 + N <=> CO + NO,0.0029230286560711334
CH3 + N <=> H + H2CN,-0.0027633305040689585
CH3 + N <=> H + HCNH,-0.00019981753651663787
CH + N2 <=> H + NCN,2.77051232728322e-06
N2 + T-CH2 <=> HCN + NH,6.555670209634908e-09
CH + NO <=> HCN + O,-0.0009778067576117736
CH + NO <=> H + NCO,-0.00015990700466902107
NO + T-CH2 <=> H + HCNO,-0.00014665454371129197
CH3 + NO <=> H2O + HCN,-0.0005402383186052
HCO + NO <=> CO + HNO,0.015957840888313972
HCCO + NO <=> CO + HCNO,-8.256699454892825e-05
HCCO + NO <=> CO2 + HCN,-0.0002895348394305333
NO + S-CH2 <=> HCN + OH,-0.0019417078197273533
C2H + NO <=> CO + HCN,-0.00016080247263401646
CH3 + HNO <=> CH4 + NO,3.6061649748367874e-05
CH3 + NO2 <=> CH3O + NO,7.638721420400345e-06
CO2 + NH <=> CO + HNO,0.06621463136229912
CH3 + N <=> H2 + HCN,-0.00048014020094621577
CH4 + NH2 <=> CH3 + NH3,-0.0002961280871465652
CH3 + H2NO <=> CH3O + NH2,5.7791645605401045e-06
CN + H2 <=> H + HCN,3.436511303004893e-05
CN + O <=> CO + N,1.367166810686631e-05
CN + O2 <=> NCO + O,0.00013382795966251692
CN + OH <=> H + NCO,6.074927817778325e-05
CH4 + CN <=> CH3 + HCN,-2.488509951300674e-06
CN + H2O <=> H + HOCN,1.6217791749023874e-05
HCN + O <=> H + NCO,0.0006963926538035832
HCN + O <=> CO + NH,0.00022081497466101485
