,base_case
CH3 + NO <=> H2O + HCN,0.0023697604524885885
HCO + NO <=> CO + HNO,2.6936472588120924e-05
HCCO + NO <=> CO + HCNO,0.0003039824054748629
HCCO + NO <=> CO2 + HCN,0.001279685323592492
NO + S-CH2 <=> HCN + OH,0.0076942433893370165
C2H + NO <=> CO + HCN,0.0005978301210136072
CH3 + HNO <=> CH4 + NO,2.445108339052322e-05
CH3 + NO2 <=> CH3O + NO,2.6183875595126714e-05
CO2 + NH <=> CO + HNO,0.0008203609387837319
CH3 + N <=> H2 + HCN,0.0029489660833768535
CH4 + NH2 <=> CH3 + NH3,0.0008213146968172725
CH3 + H2NO <=> CH3O + NH2,0.0001769437027969394
CN + H2 <=> H + HCN,-0.000618356247031453
CN + O <=> CO + N,-0.00017629818390954737
CN + O2 <=> NCO + O,-0.0017624334813581008
CN + OH <=> H + NCO,-0.0023126119509988908
CH4 + CN <=> CH3 + HCN,7.30428672902973e-05
CN + H2O <=> H + HOCN,-0.0031735897529315163
HCN + O <=> H + NCO,-0.011239863239472594
HCN + O <=> CO + NH,-0.004337212871185277
HCN + OH <=> CN + H2O,-0.0002675596836115124
HCN + OH <=> H + HOCN,-0.007430019713587897
HCN + OH <=> H + HNCO,-0.0012966393691190414
HCN <=> HNC,-0.0003603266423041949
H + HNC <=> H + HCN,-7.142424156684541e-05
HNC + O <=> CO + NH,-0.0010128553274738315
HNC + OH <=> H + HNCO,-0.025524142983103106
H + H2CN <=> H2 + HCN,0.0002783364190021891
H2CN + M <=> H + HCN + M,-0.0003376643184116114
HCNH <=> H + HCN,-4.5207763799412584e-07
H + NCN <=> HCN + N,-9.685098645552956e-05
NCN + O <=> CN + NO,1.6464725961114123e-05
CH + N2 (+M) <=> HCNN (+M),-1.0941297177301219e-10
CH + N2 <=> HNCN,8.440185528092986e-07
HNCN + O <=> HCN + NO,7.363324325379357e-07
HNCN + OH <=> H2O + NCN,1.2160547287274766e-06
H + NCO <=> CO + NH,-0.04673843058200409
NCO + O <=> CO + NO,-0.0003464647306830541
HNCO + OH <=> H2O + NCO,-0.02808338379221401
H + HOCN <=> H2 + NCO,-0.011150615640986667
H + HOCN <=> CO + NH2,-7.141746256232897e-06
H + HCNO <=> HCN + OH,0.0008307619071757607
H + HCNO <=> H + HNCO,0.0007543753256445977
HCNO + O <=> HCO + NO,-0.00026148436610212646
HCNO + OH <=> CH2O + NO,-0.0012335548457492716
